anio,mes,precio_promedio_venta_USD,promedio_valor_USD_anual,alimentos_bebidas_sin_alcohol,bebidas_alcoholicas_tabaco,prendas_de_vestir_calzado,alojamiento_agua_electricidad_gas_otroscomb,muebles_articulos_hogar,salud,transporte,comunicaciones,recreacion _cultura,educacion,restaurantes_hoteles,cuidado_personal,indice_ipc_general,importaciones_valor_usd,importaciones_volumen_kg,exportaciones_valor_usd,exportaciones_volumen_kg
1991,Enero,,,23.82,23.15,26.14,24.62,39.65,18.53,20.89,68.38,17.08,18.39,16.69,27.35,24.09,,,,
1991,Febrero,,,24.99,24.79,27.11,24.93,40.17,20.12,22.16,34.33,17.84,22.05,18.37,27.86,24.88,,,,
1991,Marzo,,,25.45,27.02,27.97,25.11,40.58,20.22,20.31,35.18,17.84,22.05,18.37,28.10,25.21,,,,
1991,Abril,,,25.89,26.97,28.81,26.25,42.23,20.52,20.39,70.55,18.17,22.05,18.37,28.49,26.04,,,,
1991,Mayo,,,26.60,27.33,29.34,26.39,42.46,20.97,20.54,36.76,19.23,22.05,19.45,28.47,26.34,,,,
1991,Junio,,,27.53,27.40,29.17,26.65,42.55,20.98,20.54,36.76,19.91,22.05,19.45,28.63,26.81,,,,
1991,Julio,,,28.50,27.39,29.12,26.66,41.76,21.40,20.54,36.83,19.91,22.05,19.45,28.86,27.23,,,,
1991,Agosto,,,29.05,28.26,29.36,26.68,41.48,21.94,20.60,37.18,20.64,22.05,21.90,29.02,27.57,,,,
1991,Septiembre,,,28.68,28.31,29.52,26.76,41.37,22.13,20.60,37.29,20.64,22.05,21.90,29.23,27.46,,,,
1991,Octubre,,,28.65,29.93,29.75,27.47,43.06,22.18,20.60,37.60,20.64,22.05,21.90,29.74,27.73,,,,
1991,Noviembre,,,28.70,30.06,30.14,27.63,43.80,22.55,20.87,38.02,22.38,22.05,22.86,30.02,27.96,,,,
1991,Diciembre,,,28.67,30.06,30.42,27.78,44.43,22.41,20.87,16.50,22.39,22.05,22.86,29.91,28.03,,,,
1992,Enero,,,28.68,30.08,30.77,27.79,43.32,22.56,20.66,15.78,22.53,22.05,22.86,30.20,28.07,,,,
1992,Febrero,,,29.11,30.27,31.08,27.87,44.44,22.76,21.07,15.92,22.63,23.66,23.70,30.54,28.38,,,,
1992,Marzo,,,28.48,30.30,31.55,27.88,44.81,22.82,21.07,15.96,22.63,23.66,23.72,30.70,28.45,,,,
1992,Abril,,,28.61,30.22,31.84,28.41,44.91,22.84,21.07,15.97,24.33,23.66,23.72,30.51,28.74,,,,
1992,Mayo,,,29.40,32.41,31.72,28.48,44.67,23.14,21.14,16.19,24.05,23.66,24.69,30.46,28.85,,,,
1992,Junio,,,28.71,32.49,31.91,28.52,44.80,23.23,21.98,16.25,23.91,23.66,24.69,30.47,28.87,,,,
1992,Julio,,,28.90,32.44,32.04,28.52,45.16,23.33,21.98,16.32,23.91,23.66,24.69,30.43,28.98,,,,
1992,Agosto,,,29.04,32.40,32.16,28.62,45.27,23.35,22.09,16.34,23.92,23.66,24.69,30.57,29.09,,,,
1992,Septiembre,,,28.87,32.39,32.26,28.79,45.20,23.79,22.09,16.64,23.92,23.66,24.69,30.73,29.10,,,,
1992,Octubre,,,28.94,32.44,32.52,29.20,44.84,23.89,22.09,16.71,24.00,23.66,24.69,30.52,29.25,,,,
1992,Noviembre,,,29.39,33.39,32.65,29.45,45.26,24.15,22.18,16.89,24.29,23.66,25.77,30.75,29.58,,,,
1992,Diciembre,,,29.96,33.39,33.02,29.43,45.36,24.16,21.75,16.90,24.29,23.66,25.77,30.93,29.86,,,,
1993,Enero,,,30.00,33.45,33.25,29.74,45.27,24.86,21.75,18.13,24.37,23.66,25.77,31.02,30.02,,,,
1993,Febrero,,,30.05,33.55,33.68,30.25,45.69,25.02,21.82,18.32,24.44,26.77,26.55,30.44,30.30,,,,
1993,Marzo,,,30.32,34.10,33.82,30.45,46.05,24.95,22.09,18.35,24.71,26.77,26.55,30.65,30.51,,,,
1993,Abril,,,31.03,34.08,33.85,31.06,46.11,24.91,22.47,18.48,27.01,26.77,26.55,30.90,31.12,,,,
1993,Mayo,,,31.35,34.21,33.95,31.20,46.56,25.20,23.15,18.53,27.58,26.77,26.59,31.01,31.39,,,,
1993,Junio,,,32.44,34.21,34.00,31.05,47.18,25.26,23.15,18.48,27.58,26.77,26.59,31.52,31.85,,,,
1993,Julio,,,34.47,34.23,34.25,31.14,47.47,25.76,23.15,18.56,27.58,26.77,26.59,31.80,32.81,,,,
1993,Agosto,,,34.62,34.25,34.60,31.66,47.48,27.53,23.67,18.67,27.81,26.77,28.96,32.39,33.17,,,,
1993,Septiembre,,,33.72,35.34,34.74,32.08,47.85,27.69,23.67,18.75,27.83,26.77,28.96,33.52,32.98,,,,
1993,Octubre,,,33.91,35.45,34.93,32.41,48.19,27.93,23.67,18.83,27.83,26.77,28.96,34.29,33.21,,,,
1993,Noviembre,,,34.19,35.53,35.71,32.52,48.06,28.62,23.92,18.90,28.48,26.77,29.69,34.75,33.53,,,,
1993,Diciembre,,,34.42,35.61,35.84,32.90,48.34,28.74,23.54,18.20,28.48,26.77,29.69,34.96,33.74,,,,
1994,Enero,,,35.92,35.61,36.35,33.13,48.44,29.07,22.75,43.06,28.49,26.77,29.69,35.75,34.21,,,,
1994,Febrero,,,37.12,36.37,36.50,33.77,48.87,31.52,22.88,43.75,29.90,31.72,30.34,36.23,35.24,,,,
1994,Marzo,,,37.50,36.38,37.07,34.14,49.77,31.65,22.88,43.74,29.91,31.72,30.34,36.82,35.60,,,,
1994,Abril,,,38.55,37.51,37.18,35.80,50.27,32.04,24.48,44.06,29.91,31.72,30.34,37.35,36.59,,,,
1994,Mayo,,,40.81,38.91,37.53,36.73,50.96,32.96,25.90,44.91,31.46,31.72,33.90,38.02,38.03,,,,
1994,Junio,,,42.23,38.90,37.93,37.04,51.71,33.14,26.02,45.03,31.48,31.72,33.90,38.69,38.80,,,,
1994,Julio,,,43.39,38.90,38.26,37.71,52.09,33.48,26.79,45.05,38.08,31.72,33.90,39.40,39.86,,,,
1994,Agosto,,,44.50,39.15,38.86,38.45,52.48,34.71,27.24,45.70,38.16,31.72,36.49,40.14,40.71,,,,
1994,Septiembre,,,44.38,41.91,39.45,39.10,53.21,35.09,27.24,45.74,38.05,31.72,36.49,40.88,40.97,,,,
1994,Octubre,,,45.35,41.98,39.78,40.02,54.22,35.27,27.24,45.91,38.05,31.72,36.49,41.02,41.68,,,,
1994,Noviembre,,,47.04,43.80,40.25,41.19,54.59,36.93,29.76,47.54,38.20,31.72,38.26,42.24,42.97,,,,
1994,Diciembre,,,47.60,46.54,40.82,41.85,55.07,37.21,29.64,47.66,38.20,31.72,38.26,42.55,43.50,,,,
1995,Enero,,,48.93,46.85,42.02,42.87,55.87,37.39,32.73,47.79,41.50,31.72,38.26,43.66,44.74,,,,
1995,Febrero,,,51.20,48.20,42.77,43.86,56.85,39.84,43.10,51.20,41.89,44.32,42.94,46.55,46.96,,,,
1995,Marzo,,,51.88,48.29,43.45,44.85,56.60,39.92,43.01,51.29,41.91,44.32,42.94,47.83,47.62,,,,
1995,Abril,,,52.63,48.45,44.16,47.68,58.07,40.35,43.88,60.06,41.91,44.32,42.94,49.20,48.84,,,,
1995,Mayo,,,52.91,50.91,46.42,48.82,59.57,41.54,44.96,59.32,42.09,44.32,44.25,50.75,49.73,,,,
1995,Junio,,,53.20,51.00,47.54,49.57,59.97,41.75,44.84,60.14,42.09,44.32,44.25,51.25,50.19,,,,
1995,Julio,,,53.74,52.55,48.17,50.10,60.20,42.17,44.27,59.05,46.10,44.32,44.25,52.34,50.86,,,,
1995,Agosto,,,54.20,52.84,48.77,51.22,60.57,44.22,44.47,60.14,46.29,44.32,53.89,52.52,51.54,,,,
1995,Septiembre,,,54.58,52.82,49.93,53.22,60.95,44.22,44.69,73.39,50.91,44.32,53.89,53.31,52.59,,,,
1995,Octubre,,,55.66,55.11,50.33,54.63,61.64,44.57,44.42,73.61,52.29,44.32,53.89,53.92,53.57,,,,
1995,Noviembre,,,56.74,55.67,50.91,54.74,61.94,46.29,45.82,66.35,52.71,44.32,56.37,54.13,54.32,,,,
1995,Diciembre,,,58.27,55.70,51.54,55.18,62.52,46.46,46.09,66.38,52.71,44.32,56.37,54.82,55.15,,,,
1996,Enero,,,58.22,55.63,52.26,55.97,62.35,46.56,46.42,66.48,52.71,44.32,56.37,55.29,55.43,,,,
1996,Febrero,,,59.65,57.20,53.02,57.19,62.98,48.94,51.64,67.05,52.78,51.12,58.81,58.09,57.00,,,,
1996,Marzo,,,60.30,62.75,53.96,58.21,63.92,49.60,52.50,67.30,52.78,51.12,58.81,59.42,57.89,,,,
1996,Abril,,,61.75,62.86,54.38,59.89,64.40,50.05,53.47,68.02,52.78,51.12,58.81,61.13,59.08,,,,
1996,Mayo,,,63.60,63.28,54.86,60.91,65.28,51.07,54.54,68.28,53.48,51.12,60.85,61.62,60.31,,,,
1996,Junio,,,66.44,63.28,55.86,61.50,66.70,51.39,54.51,68.48,53.49,51.12,60.85,62.43,61.83,,,,
1996,Julio,,,68.98,63.48,56.47,62.33,66.83,51.71,54.88,68.48,53.49,51.12,60.85,63.18,63.25,,,,
1996,Agosto,,,71.57,64.02,57.12,63.56,68.33,53.47,58.88,72.92,53.99,51.12,62.60,64.39,65.01,,,,
1996,Septiembre,,,71.91,69.33,61.02,65.11,69.12,53.88,59.49,73.25,54.01,51.12,62.60,66.59,66.12,,,,
1996,Octubre,,,72.05,69.62,61.89,66.08,70.66,54.34,60.58,73.96,64.02,51.12,62.60,67.75,67.09,,,,
1996,Noviembre,,,73.19,70.04,63.70,66.71,71.49,55.31,63.39,74.55,69.68,51.12,64.02,68.24,68.43,,,,
1996,Diciembre,,,73.46,70.40,66.19,67.36,72.35,56.17,65.00,74.84,69.92,51.12,65.44,68.93,69.12,,,,
1997,Enero,,,75.69,70.90,66.79,68.36,72.83,57.84,66.02,75.19,70.24,51.12,66.88,70.28,70.56,,,,
1997,Febrero,,,77.24,72.12,68.66,69.03,75.96,60.17,67.62,76.07,70.71,67.90,67.53,71.88,72.30,,,,
1997,Marzo,,,77.55,76.17,69.81,69.59,76.53,61.18,66.97,82.23,70.72,67.90,67.53,73.51,72.85,,,,
1997,Abril,,,77.47,76.21,71.81,70.10,76.77,62.58,67.24,82.83,70.81,67.90,72.52,75.20,73.28,,,,
1997,Mayo,,,78.58,76.46,73.50,70.65,77.45,64.15,67.43,83.26,70.85,67.90,73.73,75.91,74.20,,,,
1997,Junio,,,79.86,76.71,74.45,71.43,78.07,64.66,67.80,83.31,70.84,67.90,74.95,77.08,75.15,,,,
1997,Julio,,,81.80,76.91,75.11,71.78,78.62,65.27,67.36,83.54,70.85,67.90,76.15,78.11,76.20,,,,
1997,Agosto,,,83.16,77.58,75.85,72.51,79.11,66.02,67.93,83.77,71.21,67.90,79.01,79.84,77.15,,,,
1997,Septiembre,,,82.46,77.89,76.42,73.02,79.45,66.93,68.66,84.31,76.95,67.90,82.02,80.27,77.39,,,,
1997,Octubre,,,81.47,78.07,76.91,73.57,80.19,67.38,67.51,84.55,76.99,67.90,83.73,80.50,77.19,,,,
1997,Noviembre,,,81.69,78.68,78.02,74.52,81.03,68.98,67.45,84.78,77.39,67.90,83.91,80.64,77.78,,,,
1997,Diciembre,,,81.55,75.87,79.18,74.72,81.18,69.39,67.45,84.78,78.49,67.90,85.93,80.89,77.94,,,,
1998,Enero,,,82.66,75.90,79.44,74.97,81.43,70.67,67.46,85.13,78.67,67.90,86.17,81.48,78.59,,,,
1998,Febrero,,,84.83,76.54,80.00,75.98,82.05,72.00,69.19,85.27,80.02,85.34,86.31,83.06,80.54,,,,
1998,Marzo,,,86.81,79.20,81.40,76.28,82.63,72.60,70.26,85.39,83.93,85.34,87.24,85.07,81.90,,,,
1998,Abril,,,89.47,81.96,81.41,76.96,83.41,73.06,70.69,85.67,83.93,85.34,87.26,86.37,83.32,,,,
1998,Mayo,,,90.86,82.14,81.87,77.32,83.56,73.82,74.25,86.06,85.77,85.34,87.12,87.28,84.32,,,,
1998,Junio,,,91.53,82.55,84.66,78.98,85.60,75.43,78.78,86.27,89.26,85.34,89.21,89.11,85.80,,,,
1998,Julio,,,92.76,83.45,87.16,80.40,88.53,76.66,78.86,87.04,96.80,85.34,91.73,90.85,87.49,,,,
1998,Agosto,,,92.37,83.94,87.96,80.80,88.77,77.87,79.40,87.09,96.84,85.34,91.96,91.07,87.62,,,,
1998,Septiembre,,,91.77,84.39,88.68,81.69,89.12,79.53,79.43,87.82,98.09,85.34,92.91,93.19,87.88,,,,
1998,Octubre,,,91.47,90.15,89.85,82.62,90.18,81.19,80.19,88.67,98.19,85.34,92.91,94.52,88.38,,,,
1998,Noviembre,,,93.15,90.78,90.70,83.33,91.77,81.59,81.68,89.31,98.19,85.34,93.65,95.36,89.49,,,,
1998,Diciembre,,,94.10,91.12,91.28,83.94,91.80,81.92,81.69,89.35,98.21,85.34,93.65,95.83,90.14,,,,
1999,Enero,,,96.62,91.31,91.99,85.29,92.34,82.30,81.96,89.46,98.21,85.34,93.65,95.82,91.69,,,,
1999,Febrero,,,96.54,91.33,92.88,86.39,92.60,83.43,82.00,90.30,98.33,98.90,96.16,96.26,92.47,,,,
1999,Marzo,,,95.83,91.56,94.37,87.70,93.09,84.55,82.20,91.06,98.37,98.90,96.17,95.30,92.75,,,,
1999,Abril,,,95.87,91.62,94.70,88.57,93.08,84.87,82.66,91.82,98.38,98.90,97.16,95.49,93.07,,,,
1999,Mayo,,,96.10,97.25,95.36,89.95,93.83,86.54,83.02,93.45,98.38,98.90,97.50,96.70,93.80,,,,
1999,Junio,,,96.66,97.59,96.18,91.55,95.71,91.26,83.66,94.52,99.99,98.90,97.50,97.39,94.92,,,,
1999,Julio,,,97.56,97.86,96.46,92.49,96.70,92.52,83.49,96.56,99.99,98.90,98.20,97.78,95.65,,,,
1999,Agosto,,,97.97,97.96,98.45,93.14,96.85,93.52,87.94,96.97,99.99,98.90,98.67,97.79,96.44,,,,
1999,Septiembre,,,98.41,98.21,98.93,94.23,97.64,94.50,91.36,97.21,99.99,98.90,99.96,98.68,97.14,,,,
1999,Octubre,,,99.20,98.81,99.17,95.71,98.24,95.88,92.81,97.91,100.00,98.90,100.00,98.80,98.03,,,,
1999,Noviembre,,,99.51,99.63,99.31,98.04,99.39,98.12,94.84,99.33,100.00,98.90,100.00,99.07,98.97,,,,
1999,Diciembre,,,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,,,
2000,Enero,14.72,15.01,99.95,100.35,100.78,101.20,100.75,100.97,100.03,100.48,100.19,100.00,101.82,100.90,100.50,,,,
2000,Febrero,14.79,15.01,100.36,101.50,102.14,102.97,101.19,103.20,101.73,101.19,102.11,115.52,101.82,102.80,102.01,,,,
2000,Marzo,14.83,15.01,101.43,101.59,102.66,104.02,101.82,105.46,102.84,106.22,102.11,115.52,103.33,103.07,102.98,,,,
2000,Abril,14.87,15.01,103.77,102.46,103.25,104.78,102.78,107.10,103.49,106.35,102.63,115.52,104.03,104.58,104.25,,,,
2000,Mayo,14.94,15.01,104.40,105.86,104.19,104.89,104.13,109.51,107.28,106.57,103.76,115.52,105.07,105.81,105.29,,,,
2000,Junio,14.97,15.01,105.71,106.77,105.77,105.11,104.61,111.19,108.84,106.82,104.82,115.52,106.09,108.36,106.33,,,,
2000,Julio,15.03,15.01,106.45,107.52,106.47,105.69,105.79,112.99,109.41,107.07,105.53,115.52,106.56,108.75,107.03,,,,
2000,Agosto,15.08,15.01,107.28,107.59,106.83,105.83,106.20,114.50,109.40,108.18,106.04,115.52,107.23,109.13,107.51,,,,
2000,Septiembre,15.15,15.01,106.78,107.70,107.04,106.40,106.53,114.85,111.27,108.50,106.37,115.52,107.36,110.04,107.74,,,,
2000,Octubre,15.21,15.01,106.97,108.23,107.61,106.87,106.95,115.36,113.26,108.64,107.74,115.52,107.65,110.96,108.30,,,,
2000,Noviembre,15.27,15.01,107.64,108.72,108.28,107.36,107.50,123.36,117.87,109.05,108.51,115.52,107.73,111.24,109.46,,,,
2000,Diciembre,15.31,15.01,108.66,113.45,108.66,107.99,107.84,124.48,118.41,109.24,109.05,115.52,108.38,111.49,110.10,,,,
2001,Enero,15.33,15.65,110.04,117.38,109.23,108.92,108.30,126.25,119.61,109.25,109.57,115.52,108.94,112.26,111.09,,,,
2001,Febrero,15.38,15.65,110.57,118.51,109.53,109.21,108.76,129.79,122.08,109.63,111.64,136.02,110.81,112.87,112.54,,,,
2001,Marzo,15.43,15.65,111.31,119.02,110.27,111.12,109.11,133.02,122.18,109.83,111.92,136.02,111.70,113.40,113.50,,,,
2001,Abril,15.49,15.65,111.90,119.49,111.11,111.48,109.88,134.35,124.37,110.18,112.93,136.02,112.30,113.95,114.20,,,,
2001,Mayo,15.54,15.65,113.39,119.90,112.75,112.44,110.81,135.98,126.92,110.44,114.35,136.02,113.96,114.17,115.56,,,,
2001,Junio,15.61,15.65,114.10,120.05,113.61,113.23,111.70,137.32,127.32,110.92,114.95,136.02,115.39,114.46,116.30,,,,
2001,Julio,15.67,15.65,115.21,120.30,115.28,114.12,113.17,139.30,123.47,111.30,115.83,136.02,116.10,114.78,116.93,,,,
2001,Agosto,15.71,15.65,115.87,121.74,116.81,115.50,114.27,140.79,123.56,111.38,116.19,136.02,116.71,115.10,117.75,,,,
2001,Septiembre,15.77,15.65,116.14,121.93,118.00,117.46,114.72,141.21,126.46,107.59,116.57,136.02,116.90,115.78,118.63,,,,
2001,Octubre,15.86,15.65,116.04,122.92,118.52,118.78,115.59,143.01,123.97,104.08,117.50,136.02,117.26,116.47,118.80,,,,
2001,Noviembre,15.97,15.65,117.20,123.10,118.90,119.70,116.00,144.10,122.20,103.10,117.30,136.02,118.10,116.80,119.40,,,,
2001,Diciembre,16.05,15.65,117.40,123.20,120.30,120.50,116.60,145.60,121.20,103.40,117.50,136.02,118.80,117.10,119.80,,,,
2002,Enero,16.13,16.61,116.70,123.20,121.10,121.60,117.30,146.20,122.70,103.60,118.40,136.02,119.50,117.70,120.20,,,,
2002,Febrero,16.25,16.61,116.74,126.19,121.87,122.48,118.32,147.64,123.57,101.47,119.59,158.17,121.51,118.54,121.46,,,,
2002,Marzo,16.32,16.61,116.99,127.15,122.73,123.86,119.56,148.25,124.97,101.74,120.02,158.17,122.03,118.97,122.20,,,,
2002,Abril,16.40,16.61,117.30,127.70,123.40,125.60,120.10,148.60,128.80,102.00,120.40,158.17,122.20,119.90,123.10,,,,
2002,Mayo,16.48,16.61,117.30,128.10,124.50,127.40,120.50,148.60,129.10,102.30,120.80,158.17,122.40,120.10,123.70,,,,
2002,Junio,16.57,16.61,119.09,128.30,125.23,130.69,120.90,149.24,129.22,102.62,121.24,158.17,123.03,120.57,125.09,,,,
2002,Julio,16.64,16.61,120.20,131.60,126.10,133.10,121.60,151.50,129.80,93.80,121.50,158.17,123.50,121.30,126.10,,,,
2002,Agosto,16.73,16.61,120.40,133.70,127.70,134.80,122.60,151.80,130.40,94.00,121.80,158.17,124.60,121.50,126.90,,,,
2002,Septiembre,16.82,16.61,119.20,134.50,128.40,136.70,123.90,152.20,131.00,94.30,121.90,158.17,125.20,122.00,127.10,,,,
2002,Octubre,16.93,16.61,119.10,135.10,129.10,138.60,124.60,153.30,132.40,93.20,122.60,158.17,126.40,122.70,127.80,,,,
2002,Noviembre,17.00,16.61,119.50,135.40,130.30,140.30,125.70,153.70,132.40,93.40,121.50,158.17,127.30,123.70,128.60,,,,
2002,Diciembre,17.07,16.61,120.10,135.70,131.30,141.30,126.60,154.90,135.50,93.50,121.80,158.17,128.70,124.30,129.50,,,,
2003,Enero,17.15,17.54,120.30,136.30,132.00,142.00,127.50,155.40,142.40,93.90,122.30,158.17,129.00,125.20,130.60,,,,
2003,Febrero,17.23,17.54,120.80,136.60,132.50,144.00,128.60,156.00,145.60,94.00,123.40,180.90,129.60,125.50,132.30,,,,
2003,Marzo,17.31,17.54,121.00,136.80,132.90,145.70,129.30,156.70,144.60,94.20,123.80,180.90,130.10,126.50,132.80,,,,
2003,Abril,17.38,17.54,121.50,138.30,133.50,147.50,129.90,157.50,144.40,94.50,124.10,180.90,130.50,126.90,133.50,,,,
2003,Mayo,17.43,17.54,121.70,139.70,134.10,147.30,130.50,157.80,143.30,94.60,124.70,180.90,131.80,127.70,133.70,,,,
2003,Junio,17.49,17.54,122.50,141.10,134.80,146.50,131.60,159.80,142.80,94.70,124.80,180.90,132.70,127.80,134.10,,,,
2003,Julio,17.56,17.54,123.10,143.90,135.20,146.70,132.30,161.00,144.00,94.90,125.50,180.90,132.90,128.10,134.60,,,,
2003,Agosto,17.65,17.54,123.50,145.20,135.90,149.70,133.00,162.60,145.10,95.20,126.00,180.90,134.20,128.30,135.80,,,,
2003,Septiembre,17.73,17.54,123.40,145.20,136.50,151.70,133.50,163.10,146.10,95.40,126.80,180.90,134.50,128.80,136.40,,,,
2003,Octubre,17.80,17.54,124.10,145.90,137.00,152.80,134.10,163.20,146.20,94.20,127.30,180.90,135.60,129.10,137.00,,,,
2003,Noviembre,17.88,17.54,125.40,149.70,139.50,152.90,134.60,164.80,146.00,94.40,127.60,180.90,136.60,130.20,137.90,,,,
2003,Diciembre,17.93,17.54,126.10,151.50,140.70,153.20,135.20,165.00,146.30,94.50,127.80,180.90,136.80,130.40,138.30,,,,
2004,Enero,17.98,18.41,126.90,153.60,141.30,155.10,135.70,165.50,150.40,94.70,129.00,180.90,137.60,131.10,139.60,,,,
2004,Febrero,18.06,18.41,127.20,153.00,141.60,157.30,136.60,166.30,152.20,94.90,129.60,203.40,139.00,132.20,141.20,,,,
2004,Marzo,18.14,18.41,126.90,152.60,142.30,157.70,137.60,166.90,155.00,95.20,130.20,203.40,139.70,132.60,141.70,,,,
2004,Abril,18.22,18.41,127.60,154.30,142.80,159.60,138.30,168.40,161.90,95.40,130.50,203.40,139.90,133.70,143.20,,,,
2004,Mayo,18.30,18.41,128.50,155.40,143.30,161.10,139.00,169.20,163.80,95.60,131.80,203.40,142.20,134.20,144.30,,,,
2004,Junio,18.38,18.41,129.00,155.50,143.90,162.80,139.90,170.10,164.70,95.90,132.20,203.40,143.40,134.80,145.20,,,,
2004,Julio,18.45,18.41,133.10,156.20,144.90,164.40,141.10,172.70,164.90,96.10,132.80,203.40,143.90,135.20,147.10,,,,
2004,Agosto,18.54,18.41,133.10,156.70,145.20,165.70,141.90,173.20,166.00,96.40,133.00,203.40,144.20,135.80,147.60,,,,
2004,Septiembre,18.62,18.41,132.60,157.30,145.70,166.60,142.30,173.70,166.30,96.60,133.30,203.40,145.20,136.00,147.80,,,,
2004,Octubre,18.70,18.41,133.90,157.40,146.50,167.90,143.60,174.90,170.20,96.90,134.00,203.40,145.60,136.50,149.10,,,,
2004,Noviembre,18.75,18.41,136.60,157.70,146.70,168.60,145.00,176.00,170.10,97.10,134.90,203.40,146.80,137.30,150.40,,,,
2004,Diciembre,18.81,18.41,137.80,161.90,147.70,169.00,145.90,176.40,167.90,97.20,135.20,203.40,147.50,137.80,151.00,,,,
2005,Enero,18.88,19.00,139.00,162.70,148.40,170.30,147.10,177.60,169.50,97.50,136.30,203.40,149.30,138.50,152.20,,,"147,681,865.69","230,954,719.05"
2005,Febrero,18.95,19.00,140.90,163.10,149.10,170.90,147.70,178.20,171.70,97.70,136.30,226.90,150.40,139.70,154.00,"326,275,898.02","388,978,955.10","158,869,536.61","174,178,863.53"
2005,Marzo,19.00,19.00,141.30,163.30,150.00,172.30,149.20,178.80,177.80,97.90,136.70,226.90,150.70,140.60,155.20,"399,219,982.49","515,851,569.26","198,907,087.99","298,635,816.82"
2005,Abril,19.04,19.00,141.90,163.50,150.80,172.90,149.80,180.60,186.80,98.00,137.00,226.90,151.80,141.10,156.60,"403,105,207.07","537,218,976.35","189,166,859.32","333,680,941.45"
2005,Mayo,19.01,19.00,143.00,164.20,151.50,173.70,150.20,180.90,185.20,98.00,137.50,226.90,152.10,141.30,157.20,"409,097,031.21","566,371,667.69","194,112,717.80","256,689,290.04"
2005,Junio,18.99,19.00,144.30,165.40,152.10,175.20,150.70,184.10,187.10,98.00,137.80,226.90,152.90,141.90,158.30,"407,142,975.14","496,763,290.71","178,810,027.06","221,486,523.40"
2005,Julio,19.00,19.00,145.90,166.30,152.80,176.90,151.70,185.00,189.70,98.00,138.40,226.90,153.50,142.40,159.70,"417,678,761.13","596,000,318.37","147,392,157.60","157,031,042.00"
2005,Agosto,19.00,19.00,148.00,166.40,153.30,177.70,152.30,186.40,192.80,98.00,138.60,226.90,154.70,142.90,161.00,"405,087,060.58","381,843,200.74","121,681,677.99","144,450,708.16"
2005,Septiembre,19.01,19.00,146.80,166.90,153.90,179.50,153.20,188.30,196.80,98.10,138.70,226.90,154.90,143.80,161.60,"413,601,855.02","446,775,539.90","141,197,854.85","185,287,369.45"
2005,Octubre,19.03,19.00,146.20,167.90,154.50,180.70,154.20,188.80,195.30,98.10,138.90,226.90,155.10,144.90,161.70,"432,830,923.06","501,457,508.19","133,438,794.92","149,487,971.70"
2005,Noviembre,19.03,19.00,146.90,168.60,155.30,181.70,155.50,190.10,190.00,98.20,139.10,226.90,157.00,145.70,162.00,"399,219,138.81","392,384,254.42","136,446,128.85","172,935,328.10"
2005,Diciembre,19.03,19.00,147.10,173.60,156.50,182.40,157.00,190.40,190.80,98.20,139.50,226.90,157.90,146.60,162.70,"474,423,847.51","580,731,350.81","144,656,361.51","157,265,409.09"
2006,Enero,19.03,19.03,147.20,174.50,157.30,183.80,157.80,193.00,193.20,82.00,140.10,226.90,159.30,147.30,163.30,"418,002,484.92","516,771,028.98","174,267,286.59","227,444,506.88"
2006,Febrero,19.03,19.03,147.50,174.60,157.70,184.40,159.10,194.00,193.40,82.00,140.90,250.90,160.30,147.70,164.40,"365,878,256.94","386,927,744.84","179,386,553.82","293,218,139.13"
