anio,mes,precio_promedio_venta_USD,promedio_valor_USD_anual,alimentos_bebidas_sin_alcohol,bebidas_alcoholicas_tabaco,prendas_de_vestir_calzado,alojamiento_agua_electricidad_gas_otroscomb,muebles_articulos_hogar,salud,transporte,comunicaciones,recreacion _cultura,educacion,restaurantes_hoteles,cuidado_personal,indice_ipc_general,importaciones_valor_usd,importaciones_volumen_kg,exportaciones_valor_usd,exportaciones_volumen_kg
2015,Agosto,22.13,22.10,260.10,335.60,265.50,328.00,299.70,328.10,320.30,70.50,201.50,474.70,306.90,258.70,287.20,"713,778,668.10","670,796,290.90","260,689,678.84","338,468,040.80"
2015,Septiembre,22.10,22.10,260.10,337.00,266.40,326.00,300.50,328.40,314.80,70.40,201.80,474.70,307.80,259.20,286.60,"752,558,433.10","822,788,073.68","232,497,299.88","326,318,592.38"
2015,Octubre,22.19,22.10,260.50,337.20,267.20,326.10,301.10,329.40,312.80,70.50,202.10,474.70,308.50,260.10,286.80,"767,999,358.29","726,770,159.46","256,491,884.20","337,311,292.76"
2015,Noviembre,22.30,22.10,258.30,339.10,268.30,326.30,301.90,330.60,312.40,70.60,202.30,474.70,311.50,260.60,286.60,"742,708,289.22","616,315,148.13","257,350,276.35","342,804,946.04"
2015,Diciembre,22.45,22.10,257.50,339.10,269.10,326.60,302.50,332.10,311.70,70.70,202.40,474.70,313.10,260.80,286.60,"777,292,388.22","673,250,194.08","311,589,836.58","315,093,400.42"
2016,Enero,22.61,22.99,259.70,345.60,270.30,325.20,303.40,334.40,311.50,70.90,202.70,474.70,314.40,262.00,287.50,"647,269,487.19","683,935,187.79","324,287,697.48","416,633,723.71"
2016,Febrero,22.75,22.99,260.30,347.60,272.10,325.40,304.80,336.50,310.90,71.00,204.20,505.50,315.00,262.80,288.90,"662,115,840.14","506,220,563.52","354,840,693.71","413,615,586.62"
2016,Marzo,22.78,22.99,260.40,348.80,272.60,325.90,305.50,337.60,312.70,71.00,205.10,505.50,317.60,263.60,289.60,"719,776,096.22","830,534,432.25","353,662,466.40","502,747,191.99"
2016,Abril,22.75,22.99,259.10,350.80,273.40,326.90,306.50,340.00,316.80,71.20,206.40,505.50,318.30,265.30,290.20,"734,359,700.79","788,072,269.85","386,958,499.43","529,480,506.46"
2016,Mayo,22.77,22.99,260.20,351.60,274.30,327.80,307.50,340.50,319.70,71.30,206.90,505.50,318.60,266.20,291.20,"731,466,124.54","749,674,260.68","366,802,698.76","472,909,428.99"
2016,Junio,22.90,22.99,261.30,353.60,274.70,333.00,308.00,342.70,323.20,71.50,207.10,505.50,319.50,267.10,293.10,"759,274,686.32","756,481,697.58","360,416,875.70","387,377,221.66"
2016,Julio,23.00,22.99,261.80,354.60,276.10,334.80,308.80,343.10,323.50,71.60,207.50,505.50,319.80,268.70,294.00,"738,755,517.72","724,567,283.35","292,040,332.09","253,094,368.29"
2016,Agosto,23.05,22.99,261.80,354.80,276.30,335.30,309.40,343.70,322.10,71.60,208.00,505.50,324.70,269.60,294.40,"797,759,636.58","703,041,610.56","317,331,418.46","315,175,171.69"
2016,Septiembre,23.13,22.99,261.00,355.10,276.50,336.50,309.90,343.80,325.90,71.70,208.20,505.50,324.80,270.10,294.90,"800,689,904.47","846,810,253.90","248,957,135.99","367,951,840.07"
2016,Octubre,23.24,22.99,259.40,355.40,276.90,337.40,310.40,344.40,328.70,71.80,208.60,505.50,324.90,270.70,294.90,"741,395,589.71","691,151,116.51","261,915,147.46","324,943,472.43"
2016,Noviembre,23.34,22.99,259.10,355.90,278.50,338.50,310.80,345.10,329.80,71.90,208.80,505.50,325.10,271.40,295.30,"798,197,735.90","753,081,655.53","308,609,851.95","335,900,700.36"
2016,Diciembre,23.62,22.99,259.00,357.40,279.40,340.90,311.70,345.60,330.90,72.10,209.30,505.50,326.30,271.80,296.10,"781,690,472.27","685,121,253.23","331,322,525.58","376,342,391.54"
2017,Enero,23.75,23.65,258.50,364.70,282.80,342.30,313.30,346.70,337.10,72.20,210.40,505.50,327.20,273.60,297.40,"708,231,537.87","601,932,099.79","392,603,437.35","437,775,716.65"
2017,Febrero,23.73,23.65,261.40,367.80,283.60,343.30,315.60,348.90,337.40,72.20,211.90,536.80,331.40,275.50,300.00,"742,206,471.60","760,409,610.35","422,264,276.08","464,010,021.04"
2017,Marzo,23.70,23.65,262.40,370.30,283.90,345.20,316.40,350.60,335.80,72.20,212.40,536.80,334.70,276.80,301.00,"813,243,794.39","789,672,272.60","431,298,972.26","453,873,445.11"
2017,Abril,23.63,23.65,263.10,371.30,284.20,348.30,317.40,351.00,335.40,72.20,212.50,536.80,336.30,278.80,302.10,"720,594,077.27","701,522,985.64","417,148,881.23","432,895,893.74"
2017,Mayo,23.63,23.65,263.10,371.60,284.70,350.10,319.30,352.40,336.70,73.00,212.80,536.80,337.70,280.80,303.00,"846,282,595.19","867,400,320.23","463,615,678.04","370,926,402.49"
2017,Junio,23.61,23.65,264.30,372.40,285.20,350.90,320.20,353.60,336.40,73.70,213.10,536.80,338.00,282.80,303.80,"843,175,900.41","794,039,121.23","420,963,271.90","334,289,408.64"
2017,Julio,23.60,23.65,265.40,375.30,286.10,351.90,320.90,354.90,335.20,74.30,213.90,536.80,338.60,285.70,304.70,"783,611,210.40","763,794,370.37","385,355,853.17","313,363,600.14"
2017,Agosto,23.54,23.65,265.70,377.00,286.40,353.80,321.80,355.90,337.90,74.20,215.00,536.80,339.80,286.70,305.70,"849,363,075.78","769,215,205.88","339,481,033.70","340,997,395.04"
2017,Septiembre,23.55,23.65,264.00,378.50,287.20,354.30,322.90,356.80,340.70,74.20,215.40,536.80,340.30,287.50,305.70,"870,468,778.53","887,660,144.45","313,509,944.91","379,989,734.87"
2017,Octubre,23.63,23.65,264.80,378.50,288.10,355.40,323.40,358.20,342.10,74.30,216.00,536.80,340.50,288.80,306.60,"824,246,545.95","616,841,303.55","289,430,165.58","356,473,798.61"
2017,Noviembre,23.73,23.65,267.60,379.00,289.10,355.90,324.40,359.00,343.70,74.40,217.20,536.80,340.50,290.20,308.10,"891,505,556.05","795,639,332.89","319,262,516.50","363,834,636.00"
2017,Diciembre,23.72,23.65,272.20,381.20,289.80,356.90,325.20,359.60,343.90,74.40,217.50,536.80,340.80,291.10,310.10,"790,055,012.27","710,285,000.88","347,367,659.59","400,676,379.38"
2018,Enero,23.76,24.07,272.2,382.7,291.4,358.2,326.5,362.2,345.0,74.5,218.5,536.8,342.1,292.8,311.00,"833,919,385.49","742,572,304.83","400,375,717.94","475,260,071.12"
2018,Febrero,23.73,24.07,273.0,386.5,292.5,359.1,327.9,364.1,346.2,74.6,221.5,575.4,343.9,293.4,313.00,"745,642,729.27","633,474,511.86","429,692,322.35","487,886,199.26"
2018,Marzo,23.78,24.07,273.4,387.2,293.6,360.9,329.5,367.3,347.6,74.7,222.5,575.4,344.8,295.8,314.10,"833,699,790.10","753,317,610.07","417,576,554.69","553,906,032.89"
2018,Abril,23.82,24.07,273.5,388.7,293.8,361.5,331.3,369.5,349.6,74.7,223.5,575.4,345.2,296.5,314.80,"891,705,310.64","794,768,475.10","393,884,855.47","426,719,368.63"
2018,Mayo,23.97,24.07,272.0,389.8,294.6,362.8,332.6,370.9,352.4,74.9,223.7,575.4,345.3,297.3,315.07,"973,885,382.49","930,539,564.44","407,081,529.13","477,653,716.57"
2018,Junio,24.12,24.07,273.0,390.1,295.3,364.8,333.8,372.2,355.0,75.0,223.9,575.4,346.8,298.4,316.40,"914,580,383.17","862,808,944.61","378,127,176.54","406,982,057.88"
2018,Julio,24.15,24.07,274.0,390.7,296.2,366.4,335.4,373.5,354.8,75.1,224.7,575.4,349.0,300.6,317.60,"920,328,245.08","794,717,039.18","359,652,660.38","349,752,934.29"
2018,Agosto,24.17,24.07,273.8,391.0,298.6,367.1,337.0,374.6,362.9,75.5,225.5,575.4,350.1,302.0,319.00,"968,914,355.44","852,443,512.44","358,906,209.77","396,743,603.96"
2018,Septiembre,24.21,24.07,273.0,392.8,299.3,368.1,338.3,375.9,360.8,75.6,226.0,575.4,351.7,303.8,319.10,"900,696,931.09","747,795,027.69","285,648,262.72","308,583,812.97"
2018,Octubre,24.24,24.07,273.9,396.0,301.2,372.9,338.6,378.1,362.9,75.7,227.0,575.4,352.6,304.6,320.90,"874,728,534.59","803,848,452.43","294,386,534.91","446,865,183.06"
2018,Noviembre,24.39,24.07,276.3,399.4,303.3,374.7,340.4,379.8,363.3,75.8,227.7,575.4,354.3,305.2,322.60,"976,672,716.01","902,728,904.82","300,056,290.06","337,356,668.96"
2018,Diciembre,24.50,24.07,276.2,399.9,305.3,376.0,341.1,380.8,363.6,76.0,228.0,575.4,354.8,305.8,323.20,"889,645,128.01","861,849,117.70","307,960,994.19","338,023,692.70"
2019,Enero,24.51,24.68,275.30,403.50,306.20,378.60,341.60,382.00,358.50,76.00,228.70,575.40,355.20,307.20,323.30,"846,012,799.91","768,791,851.55","363,148,382.55","435,161,326.43"
2019,Febrero,24.55,24.68,276.50,406.50,307.00,380.10,343.70,386.30,362.30,76.10,230.60,612.00,355.70,308.90,325.80,"822,737,519.38","758,354,591.48","374,428,074.17","454,485,834.93"
2019,Marzo,24.59,24.68,276.80,408.20,309.00,382.10,346.20,387.50,364.10,76.10,231.90,612.00,357.80,309.90,327.10,"876,069,436.95","757,418,381.72","406,563,765.33","478,790,700.15"
2019,Abril,24.60,24.68,278.10,408.70,310.20,389.10,348.90,387.90,372.10,76.20,232.40,612.00,358.10,313.40,330.10,"861,217,207.99","853,143,100.45","386,564,802.55","538,489,815.57"
2019,Mayo,24.63,24.68,278.80,409.60,311.80,391.30,349.80,388.80,375.50,76.20,233.00,612.00,358.50,314.50,331.30,"907,371,828.48","902,248,573.99","414,653,138.33","494,474,591.00"
2019,Junio,24.68,24.68,280.50,410.70,312.20,391.90,350.60,390.30,368.50,76.30,233.60,612.00,358.70,315.40,331.60,"791,779,446.19","772,252,391.53","366,915,482.94","399,758,413.44"
2019,Julio,24.67,24.68,281.60,410.70,312.90,392.80,351.10,392.50,369.00,76.30,234.10,612.00,359.20,317.60,332.50,"887,421,965.61","790,428,376.09","357,779,016.90","439,423,721.99"
2019,Agosto,24.71,24.68,280.10,410.90,313.30,393.90,351.50,395.90,370.10,76.30,234.30,612.00,360.60,318.70,332.70,"883,024,581.22","951,294,667.19","327,376,523.61","478,385,333.86"
2019,Septiembre,24.78,24.68,280.00,412.80,313.60,395.40,352.40,398.90,369.00,76.40,234.60,612.00,362.00,319.40,333.20,"828,955,142.06","663,397,194.70","304,432,815.88","290,547,420.91"
2019,Octubre,24.81,24.68,280.90,413.20,314.00,394.80,352.90,402.20,371.60,76.70,235.20,612.00,362.70,320.20,334.00,"925,833,571.19","1,026,537,112.03","260,056,381.89","411,296,560.82"
2019,Noviembre,24.81,24.68,282.40,415.80,315.20,395.00,353.70,402.80,373.20,76.80,235.60,612.00,364.40,320.80,335.00,"852,369,438.92","680,579,281.38","300,462,524.25","332,284,717.35"
2019,Diciembre,24.82,24.68,284.50,418.20,316.10,395.40,354.70,406.40,375.50,76.80,236.00,612.00,365.20,321.20,336.40,"871,383,758.88","926,961,626.09","370,580,135.43","490,573,436.33"
2020,Enero,24.82,24.75,284.80,426.10,317.20,396.40,355.90,410.60,374.80,76.90,238.40,612.00,366.40,322.10,337.20,"867,787,464.77","905,027,554.23","412,040,490.26","400,417,143.36"
2020,Febrero,24.84,24.75,284.80,431.10,317.60,396.50,356.60,411.00,370.70,76.90,239.70,669.60,367.30,322.50,338.80,"794,409,595.53","787,339,876.67","401,273,639.59","493,741,245.42"
2020,Marzo,24.89,24.75,288.00,433.50,317.70,396.20,357.90,413.70,367.70,76.90,240.20,669.60,368.10,323.10,339.80,"721,577,713.79","820,149,829.56","405,056,545.65","522,903,055.08"
2020,Abril,24.98,24.75,296.10,433.50,317.70,394.70,359.50,418.10,352.30,77.00,240.60,669.60,368.30,323.70,341.10,"606,301,325.65","761,021,842.06","359,671,675.98","508,534,183.93"
2020,Mayo,25.00,24.75,293.80,435.30,317.70,386.40,360.50,419.90,350.80,77.00,240.60,669.60,368.30,324.00,338.90,"583,347,451.78","772,988,661.67","361,459,166.56","350,616,950.78"
2020,Junio,24.95,24.75,295.50,435.30,318.00,387.30,361.60,423.90,356.60,77.00,240.90,669.60,368.60,324.60,340.40,"686,240,494.80","730,311,214.12","377,432,442.09","594,280,743.70"
2020,Julio,24.85,24.75,300.70,438.80,318.00,386.60,363.50,425.20,363.30,76.90,241.20,669.60,368.70,325.40,342.80,"687,226,901.45","670,053,808.24","331,452,367.26","400,023,082.44"
2020,Agosto,24.71,24.75,297.40,439.80,319.20,387.70,365.00,432.80,372.50,76.80,242.10,669.60,369.70,326.50,343.40,"738,869,077.94","913,123,263.14","309,467,658.95","503,368,277.37"
2020,Septiembre,24.65,24.75,292.90,440.10,319.70,389.30,369.20,434.50,387.70,76.80,242.90,669.60,371.60,327.70,344.50,"744,406,920.88","751,001,662.55","347,400,853.86","965,659,286.85"
2020,Octubre,24.57,24.75,290.22,440.31,322.34,391.62,377.13,444.91,393.27,76.75,244.72,669.60,374.08,328.83,346.24,"848,147,491.21","972,985,899.93","340,713,262.05","435,381,620.60"
2020,Noviembre,24.46,24.75,292.60,440.30,323.00,393.10,379.00,449.80,392.60,76.60,246.20,669.60,374.60,329.70,347.80,"749,303,313.02","727,001,802.87","272,069,234.21","351,814,697.93"
2020,Diciembre,24.32,24.75,295.90,440.60,325.50,393.70,380.60,450.90,399.70,76.50,246.90,669.60,375.90,330.10,349.90,"930,101,625.80","905,110,223.13","340,820,048.46","310,261,967.03"
2021,Enero,24.27,24.18,295.30,440.90,327.10,398.10,383.20,451.70,402.00,76.50,248.50,669.60,377.30,332.60,351.30,"827,905,165.75","755,312,814.98","353,560,114.95","415,868,580.50"
2021,Febrero,24.24,24.18,296.40,443.60,327.50,399.50,385.10,458.60,389.90,76.50,249.80,684.70,377.70,333.90,351.90,"929,453,109.85","905,573,041.05","402,235,365.73","399,950,298.19"
2021,Marzo,24.20,24.18,297.50,446.10,328.50,400.90,387.50,462.00,392.80,76.40,250.80,684.70,378.40,334.20,353.20,"1,077,491,993.07","959,554,730.19","470,514,807.23","504,040,478.46"
2021,Abril,24.18,24.18,298.10,447.20,329.70,401.80,389.50,463.00,398.50,76.40,252.10,684.70,379.30,334.80,354.60,"1,001,865,729.10","839,937,562.84","455,346,954.94","529,335,211.47"
2021,Mayo,24.17,24.18,298.10,447.40,330.10,402.90,390.80,464.30,401.70,76.50,252.90,684.70,379.90,335.10,355.30,"1,144,818,566.80","1,124,688,828.64","484,330,677.52","447,669,972.47"
2021,Junio,24.13,24.18,298.40,447.40,330.30,403.90,392.90,465.30,403.50,76.50,253.80,684.70,383.90,335.50,356.30,"1,150,436,567.60","1,010,855,259.43","469,980,888.56","478,604,975.93"
2021,Julio,23.93,24.18,299.30,447.60,333.60,404.70,394.90,466.00,402.20,76.40,255.80,684.70,385.70,336.70,357.40,"1,122,553,181.61","1,044,157,342.74","474,715,263.29","426,882,723.37"
2021,Agosto,23.93,24.18,300.40,447.90,338.40,405.70,399.30,466.40,401.20,76.40,260.60,684.70,386.60,337.40,358.80,"1,207,310,121.84","1,022,835,610.59","424,945,770.41","362,872,726.69"
2021,Septiembre,24.23,24.18,301.90,449.00,341.60,407.10,401.80,467.90,402.10,76.70,262.90,684.70,387.90,338.60,360.40,"1,199,065,986.46","922,779,706.10","418,591,852.87","494,054,009.18"
2021,Octubre,24.26,24.18,304.10,450.00,343.10,408.70,405.20,468.90,406.20,76.80,265.80,684.70,388.00,339.60,362.30,"1,227,957,664.27","943,640,923.88","379,484,845.90","336,318,134.07"
2021,Noviembre,24.28,24.18,309.30,452.00,345.00,410.40,408.90,469.50,406.50,76.90,267.10,684.70,390.10,340.70,365.00,"1,318,905,513.99","1,019,841,368.07","389,619,766.52","518,898,612.97"
2021,Diciembre,24.41,24.18,315.90,452.80,346.40,411.00,411.80,471.90,411.40,77.10,268.10,684.70,392.80,343.10,368.50,"1,264,460,244.90","1,089,334,894.37","457,237,304.55","324,171,086.77"
2022,Enero,24.60,24.64,317.50,457.20,349.20,430.30,414.90,473.40,404.80,77.30,269.20,684.70,397.30,346.80,373.00,"1,169,765,151.62","837,938,404.63","482,488,378.48","553,458,251.47"
2022,Febrero,24.66,24.64,320.30,459.10,350.00,413.10,424.70,477.00,409.20,77.40,272.60,744.20,402.20,348.90,374.30,"1,178,818,582.73","888,312,700.91","494,171,739.01","634,032,994.46"
2022,Marzo,24.55,24.64,324.40,471.80,353.20,415.70,430.00,480.70,413.50,77.30,277.60,744.20,404.50,350.90,377.80,"1,510,885,097.26","1,194,211,684.03","662,177,737.58","413,544,360.44"
2022,Abril,24.51,24.64,329.20,473.50,354.80,420.30,434.50,481.40,445.90,77.30,278.90,744.20,409.60,353.30,384.20,"1,268,608,555.69","886,341,828.59","572,036,933.61","554,626,140.53"
2022,Mayo,24.55,24.64,335.50,474.60,356.30,422.70,437.80,482.90,449.80,77.30,280.40,744.20,411.70,355.40,387.60,"1,431,502,201.40","928,224,229.35","589,956,116.19","651,326,077.45"
2022,Junio,24.56,24.64,342.30,477.10,358.70,423.30,440.70,483.90,466.60,77.30,281.00,744.20,420.10,358.10,392.70,"1,565,779,064.39","1,128,161,746.73","639,081,597.53","777,850,449.62"
2022,Julio,24.60,24.64,348.70,478.40,360.30,425.00,442.80,485.10,469.40,77.30,283.90,744.20,423.50,363.80,396.20,"1,271,980,392.41","853,949,190.83","508,013,721.62","677,175,035.36"
2022,Agosto,24.58,24.64,351.20,483.10,361.50,424.40,444.60,486.40,452.70,77.30,284.70,744.20,425.00,366.70,396.10,"1,470,548,308.89","892,508,122.50","507,072,753.94","752,595,132.43"
2022,Septiembre,24.71,24.64,350.90,484.70,364.10,426.00,447.00,487.50,445.90,77.40,288.10,744.20,427.50,368.10,396.60,"1,447,080,702.66","1,161,202,901.84","466,008,658.81","539,576,707.12"
2022,Octubre,24.80,24.64,355.50,486.70,365.20,427.40,448.60,489.80,448.60,77.50,289.80,744.20,429.20,371.90,399.20,"1,322,943,117.30","877,203,284.20","398,286,490.43","563,991,379.50"
2022,Noviembre,24.79,24.64,362.70,487.60,366.30,429.00,450.30,492.80,455.30,77.50,290.40,744.20,432.60,374.10,403.10,"1,344,688,884.03","873,816,861.81","426,485,585.25","320,975,096.30"
2022,Diciembre,24.73,24.64,365.70,488.40,367.60,428.90,451.60,495.20,451.70,77.50,291.90,744.20,437.80,376.20,404.60,"1,331,036,675.14","1,043,447,603.51","370,422,699.69","427,191,708.33"
2023,Enero,24.71,24.72,368.80,490.50,370.10,427.60,454.30,502.60,447.70,77.50,293.20,744.20,443.70,378.20,406.30,"1,283,963,929.83","961,159,061.43","501,846,032.31","666,157,459.88"
2023,Febrero,24.68,24.72,374.40,496.30,371.20,429.50,457.00,503.60,451.40,77.50,296.00,804.10,446.40,380.70,411.00,"1,190,914,808.62","922,716,365.94","515,509,696.24","608,951,993.30"
2023,Marzo,24.70,24.72,375.50,502.70,372.90,430.40,458.70,506.70,448.30,77.50,297.30,804.10,447.80,383.10,412.00,"1,361,309,152.95","910,597,006.53","583,284,036.08","866,889,630.10"
2023,Abril,24.69,24.72,375.50,507.30,374.10,429.80,459.70,509.00,451.70,77.50,298.30,804.10,448.90,388.00,412.80,"1,245,465,869.57","1,034,963,047.99","596,092,507.55","643,847,498.74"
2023,Mayo,24.68,24.72,374.70,507.50,374.90,430.80,460.40,511.50,450.30,77.50,299.60,804.10,449.70,389.90,413.10,"1,419,336,313.93","1,145,220,439.88","643,526,236.79","785,571,756.22"
2023,Junio,24.72,24.72,376.90,511.50,376.40,433.10,462.10,512.70,448.00,77.50,299.90,804.10,451.80,392.10,414.70,"1,321,511,431.59","1,103,947,917.79","550,336,568.57","650,827,928.45"
2023,Julio,24.71,24.72,379.60,512.30,378.50,433.20,463.80,515.70,450.00,77.50,302.70,804.10,454.80,393.80,416.60,"1,393,427,466.86","1,135,745,506.64","478,579,016.72","724,360,012.30"
2023,Agosto,24.71,24.72,380.20,513.10,379.40,435.10,464.90,522.70,459.60,77.50,303.00,804.10,457.90,394.90,418.70,"1,453,908,650.95","1,200,471,106.36","542,990,268.18","639,091,734.36"
2023,Septiembre,24.75,24.72,382.40,514.60,380.70,437.90,466.70,524.30,464.00,77.50,304.90,804.10,461.60,395.30,420.90,"1,344,574,430.75","924,032,867.45","387,979,915.49","567,675,313.88"
2023,Octubre,24.78,24.72,385.00,516.50,382.00,438.90,467.90,527.20,464.30,77.50,305.70,804.10,464.00,395.50,422.50,"1,307,568,437.25","878,845,139.81","373,655,091.24","715,079,354.88"
2023,Noviembre,24.80,24.72,387.60,516.60,383.00,440.50,469.60,527.70,458.20,77.60,305.80,804.10,465.30,396.30,423.40,"1,471,844,217.58","1,139,879,576.43","391,441,443.76","559,465,054.21"
2023,Diciembre,24.77,24.72,391.80,516.80,384.40,440.90,470.50,530.60,459.50,77.70,306.80,804.10,468.20,397.10,425.60,"1,246,356,016.65","959,258,615.71","385,724,957.05","676,473,370.51"
2024,Enero,24.77,24.92,391.30,518.30,386.70,442.70,472.50,533.40,458.40,77.70,308.60,804.10,471.00,401.60,426.60,"1,280,356,486.62","1,005,361,878.82","452,991,724.09","682,958,732.41"
2024,Febrero,24.79,24.92,390.90,521.20,388.60,444.40,474.00,535.90,455.00,78.00,310.80,885.40,474.80,403.30,429.50,"1,214,070,898.69","1,007,468,797.57","526,808,183.27","658,340,715.70"
2024,Marzo,24.80,24.92,392.70,524.10,389.90,446.30,475.90,536.20,462.60,78.00,312.50,885.40,477.00,404.80,431.60,"1,285,114,216.58","1,077,373,715.59","496,099,539.53","678,408,266.34"
2024,Abril,24.79,24.92,393.10,529.50,390.90,448.30,478.00,538.70,462.10,78.10,313.20,885.40,478.20,408.30,432.80,"1,480,451,631.27","1,201,507,346.14","562,063,096.28","674,425,189.03"
2024,Mayo,24.82,24.92,391.60,530.30,392.30,450.40,480.20,540.90,462.70,78.10,313.90,885.40,481.50,410.30,433.50,"1,453,518,406.01","1,182,096,763.18","601,537,037.83","500,988,290.37"
2024,Junio,24.83,24.92,393.20,531.00,394.60,453.50,483.00,543.20,459.80,78.20,314.10,885.40,482.90,411.10,434.90,"1,299,384,044.36","1,098,021,742.78","469,159,405.79","435,093,573.33"
2024,Julio,24.87,24.92,398.90,533.00,395.90,454.70,484.50,543.50,463.40,78.20,315.30,885.40,484.20,411.30,437.70,"1,433,544,965.38","1,126,869,214.41","474,814,343.63","359,880,203.55"
2024,Agosto,24.88,24.92,402.90,537.50,396.50,456.90,486.70,544.50,460.30,78.20,315.80,885.40,486.60,412.10,439.60,"1,395,154,478.89","1,108,842,725.94","430,098,202.83","356,187,445.83"
2024,Septiembre,24.91,24.92,399.30,538.30,397.30,458.40,488.30,558.30,461.60,78.30,316.20,885.40,489.00,412.40,439.80,"1,369,180,166.89","1,059,065,428.12","466,325,388.27","501,057,472.75"
2024,Octubre,25.02,24.92,395.40,538.30,397.80,460.20,489.50,561.70,464.70,78.40,317.00,885.40,492.00,412.80,439.60,"1,351,391,753.20","1,137,444,740.55","410,986,733.27","446,648,275.11"
2024,Noviembre,25.20,24.92,395.30,540.50,398.40,461.50,490.20,562.10,464.20,78.50,317.40,885.40,493.90,413.50,440.10,"1,409,053,830.31","1,072,925,295.25","376,451,470.22","306,785,591.49"
2024,Diciembre,25.42,24.92,397.60,543.50,399.20,462.70,491.00,564.70,468.30,78.70,317.60,885.40,495.00,418.10,442.10,,,,
2025,Enero,25.58,25.58,400.80,544.70,400.40,462.80,495.50,565.40,472.50,78.90,318.90,885.40,500.60,425.00,444.80,,,,